height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
6,46,276,7.667000000000001,0.322,0.877,1.48,89,242,60,P
9,535,4815,59.443999999999996,0.106,0.47,1.21,510,2262,422,P
8,398,3184,49.75,0.27899999999999997,0.664,1.7,887,2113,521,P
9,492,4428,54.667,0.209,0.7809999999999999,1.33,924,3457,697,P
11,11,121,1.0,0.455,0.8759999999999999,4.23,55,106,13,P
8,57,456,7.125,0.309,0.838,1.81,141,382,78,P
6,2,12,0.33299999999999996,0.667,1.0,8.0,8,12,1,P
7,9,63,1.286,0.349,0.746,1.83,22,47,12,P
9,33,297,3.667,0.33,0.845,1.81,98,251,54,P
7,9,63,1.286,0.349,0.889,2.2,22,56,10,P
8,12,96,1.5,0.385,0.698,2.47,37,67,15,P
9,54,486,6.0,0.27,0.852,1.49,131,414,88,P
6,13,78,2.167,0.295,0.6920000000000001,1.53,23,54,15,P
9,83,747,9.222000000000001,0.371,0.727,3.3,277,543,84,P
10,20,200,2.0,0.385,0.87,2.14,77,174,36,P
9,341,3069,37.889,0.07200000000000001,0.305,1.35,222,935,165,P
11,9,99,0.818,0.475,0.636,15.67,47,63,3,P
7,18,126,2.571,0.278,0.976,1.35,35,123,26,P
8,39,312,4.875,0.37799999999999995,0.9620000000000001,1.64,118,300,72,P
1,47,47,47.0,0.532,1.0,25.0,25,47,1,N
5,15,75,3.0,0.547,0.9470000000000001,2.05,41,71,20,P
8,12,96,1.5,0.396,0.75,2.38,38,72,16,P
10,18,180,1.8,0.294,0.883,1.96,53,159,27,P
13,423,5499,32.538000000000004,0.188,0.762,1.64,1034,4191,632,P
9,36,324,4.0,0.5770000000000001,0.948,3.02,187,307,62,P
5,23,115,4.6,0.226,1.0,1.63,26,115,16,P
5,7,35,1.4,0.4,1.0,1.17,14,35,12,P
9,33,297,3.667,0.45799999999999996,0.983,2.19,136,292,62,P
7,172,1204,24.570999999999998,0.294,0.9670000000000001,2.07,354,1164,171,P
5,15,75,3.0,0.36,0.9329999999999999,1.35,27,70,20,P
7,16,112,2.286,0.42,0.768,1.96,47,86,24,P
7,13,91,1.857,0.374,0.978,1.79,34,89,19,P
9,82,738,9.111,0.385,0.935,2.29,284,690,124,P
8,11,88,1.375,0.47700000000000004,0.966,2.0,42,85,21,P
10,185,1850,18.5,0.36,0.688,2.81,666,1272,237,P
8,186,1488,23.25,0.39899999999999997,0.812,2.53,593,1208,234,P
7,4,28,0.5710000000000001,0.28600000000000003,0.9640000000000001,8.0,8,27,1,P
8,46,368,5.75,0.29100000000000004,0.8859999999999999,2.23,107,326,48,P
5,7,35,1.4,0.6,1.0,2.33,21,35,9,P
9,20,180,2.222,0.261,0.556,2.35,47,100,20,P
7,17,119,2.4290000000000003,0.41200000000000003,0.9329999999999999,2.72,49,111,18,P
9,256,2304,28.444000000000003,0.099,0.446,1.36,227,1027,167,P
38,52,1976,1.368,0.452,0.9109999999999999,3.49,894,1801,256,P
10,9,90,0.9,0.6890000000000001,0.789,10.33,62,71,6,P
5,96,480,19.2,0.342,0.738,2.13,164,354,77,P
5,16,80,3.2,0.563,0.925,2.65,45,74,17,P
10,242,2420,24.2,0.26,0.579,2.08,630,1401,303,P
7,16,112,2.286,0.321,0.643,2.57,36,72,14,P
6,62,372,10.333,0.23399999999999999,0.852,1.36,87,317,64,P
8,11,88,1.375,0.44299999999999995,1.0,1.63,39,88,24,P
8,75,600,9.375,0.228,0.662,1.37,137,397,100,P
9,41,369,4.556,0.425,0.9620000000000001,2.71,157,355,58,P
9,232,2088,25.778000000000002,0.27399999999999997,0.782,1.76,573,1633,326,P
8,43,344,5.375,0.445,0.86,2.73,153,296,56,P
7,51,357,7.2860000000000005,0.322,0.784,1.49,115,280,77,P
6,14,84,2.333,0.5710000000000001,0.976,2.4,48,82,20,P
16,181,2896,11.312999999999999,0.4,0.759,5.1,1157,2198,227,P
8,151,1208,18.875,0.174,0.627,1.18,210,758,178,P
10,252,2520,25.2,0.377,0.775,2.88,950,1953,330,P
10,39,390,3.9,0.295,0.9079999999999999,2.09,115,354,55,P
8,31,248,3.875,0.34700000000000003,0.7340000000000001,1.79,86,182,48,P
6,21,126,3.5,0.24600000000000002,0.254,31.0,31,32,1,N
8,7,56,0.875,0.321,0.429,6.0,18,24,3,P
1,138,138,138.0,1.0,1.0,138.0,138,138,1,N
6,31,186,5.167000000000001,0.19899999999999998,0.565,1.85,37,105,20,P
13,147,1911,11.308,0.358,0.703,3.6,684,1343,190,P
10,30,300,3.0,0.3,0.73,2.14,90,219,42,P
5,9,45,1.8,0.267,0.778,1.71,12,35,7,P
1,27,27,27.0,0.40700000000000003,1.0,1.83,11,27,6,N
9,169,1521,18.778,0.33299999999999996,0.726,2.3,507,1104,220,P
9,20,180,2.222,0.36700000000000005,0.9,2.2,66,162,30,P
10,22,220,2.2,0.32299999999999995,0.8140000000000001,2.09,71,179,34,P
6,14,84,2.333,0.27399999999999997,0.893,1.64,23,75,14,P
1,235,235,235.0,0.9229999999999999,1.0,27.13,217,235,8,N
10,101,1010,10.1,0.45,0.8690000000000001,2.95,455,878,154,P
1,143,143,143.0,0.133,1.0,1.06,19,143,18,P
9,8,72,0.889,0.264,1.0,1.27,19,72,15,P
2,52,104,26.0,0.14400000000000002,0.7020000000000001,2.5,15,73,6,P
8,12,96,1.5,0.41700000000000004,0.938,2.0,40,90,20,P
7,35,245,5.0,0.445,0.7709999999999999,2.48,109,189,44,P
10,54,540,5.4,0.306,0.6890000000000001,1.94,165,372,85,P
10,57,570,5.7,0.556,0.7190000000000001,5.2,317,410,61,P
5,8,40,1.6,0.425,0.975,1.55,17,39,11,P
5,7,35,1.4,0.457,1.0,1.45,16,35,11,P
9,92,828,10.222000000000001,0.35,0.917,2.07,290,759,140,P
7,7,49,1.0,0.34700000000000003,1.0,1.42,17,49,12,P
7,17,119,2.4290000000000003,0.353,0.79,1.56,42,94,27,P
7,9,63,1.286,0.302,0.905,1.46,19,57,13,P
10,11,110,1.1,0.2,0.545,2.2,22,60,10,P
5,11,55,2.2,0.345,0.873,1.46,19,48,13,P
8,80,640,10.0,0.184,0.544,1.4,118,348,84,P
2,49,98,24.5,0.51,0.51,50.0,50,50,1,N
39,353,13767,9.051,0.557,0.608,16.89,7667,8370,454,P
8,15,120,1.875,0.41700000000000004,0.925,2.17,50,111,23,P
2,18,36,9.0,0.667,0.6940000000000001,24.0,24,25,1,N
12,128,1536,10.667,0.33899999999999997,0.737,2.91,520,1132,179,P
14,12,168,0.857,0.6609999999999999,0.851,9.25,111,143,12,P
11,344,3784,31.273000000000003,0.446,0.7120000000000001,4.71,1686,2694,358,P
9,244,2196,27.111,0.237,0.8009999999999999,1.59,520,1758,327,P
7,14,98,2.0,0.184,0.612,18.0,18,60,1,P
1,17,17,17.0,1.0,1.0,17.0,17,17,1,N
5,14,70,2.8,0.257,0.8140000000000001,3.6,18,57,5,P
14,301,4214,21.5,0.257,0.564,2.37,1084,2378,458,P
8,53,424,6.625,0.38,0.915,1.87,161,388,86,P
10,262,2620,26.2,0.185,0.655,1.31,484,1715,369,P
9,73,657,8.111,0.298,0.627,2.55,196,412,77,P
11,11,121,1.0,0.43,0.802,4.73,52,97,11,P
7,20,140,2.8569999999999998,0.429,1.0,1.94,60,140,31,P
10,18,180,1.8,0.467,0.778,8.4,84,140,10,P
7,97,679,13.857000000000001,0.196,0.461,1.68,133,313,79,P
9,104,936,11.556,0.282,0.904,1.93,264,846,137,P
7,17,119,2.4290000000000003,0.311,0.9079999999999999,1.54,37,108,24,P
9,21,189,2.333,0.429,0.772,3.0,81,146,27,P
6,26,156,4.333,0.28800000000000003,0.679,1.41,45,106,32,P
12,66,792,5.5,0.402,0.78,3.03,318,618,105,P
10,76,760,7.6,0.322,0.6890000000000001,1.99,245,524,123,P
5,5,25,1.0,0.4,0.52,10.0,10,13,1,P
6,16,96,2.667,0.49,0.8440000000000001,1.96,47,81,24,P
6,96,576,16.0,0.23399999999999999,0.6679999999999999,2.01,135,385,67,P
7,9,63,1.286,0.365,0.857,1.77,23,54,13,P
9,245,2205,27.221999999999998,0.16,0.607,1.39,353,1338,254,P
6,19,114,3.167,0.36,0.711,1.58,41,81,26,P
9,349,3141,38.778,0.125,0.45299999999999996,1.29,394,1422,306,P
23,371,8533,16.13,0.941,1.0,16.83,8027,8533,477,P
85,69,5865,0.812,0.165,0.441,1.44,969,2588,674,N
9,7,63,0.778,0.365,0.937,1.77,23,59,13,P
8,6,48,0.75,0.313,0.792,3.0,15,38,5,P
9,186,1674,20.666999999999998,0.16,0.8140000000000001,1.26,268,1363,213,P
9,9,81,1.0,0.728,0.889,7.38,59,72,8,P
24,133,3192,5.542000000000001,0.907,0.966,18.67,2894,3085,155,P
10,16,160,1.6,0.544,0.875,7.25,87,140,12,P
1,13,13,13.0,0.6920000000000001,1.0,3.0,9,13,3,N
8,69,552,8.625,0.312,0.8420000000000001,1.91,172,465,90,P
12,98,1176,8.167,0.245,0.624,2.23,288,734,129,P
8,163,1304,20.375,0.38299999999999995,0.982,2.79,500,1280,179,P
11,71,781,6.455,0.69,0.95,7.0,539,742,77,P
12,167,2004,13.917,0.225,0.752,1.93,451,1507,234,P
1,33,33,33.0,0.364,1.0,1.09,12,33,11,P
11,155,1705,14.091,0.257,0.584,2.09,438,995,210,P
10,32,320,3.2,0.306,0.7879999999999999,1.69,98,252,58,P
16,92,1472,5.75,0.245,0.522,3.61,361,769,100,P
10,33,330,3.3,0.35200000000000004,0.745,2.07,116,246,56,P
11,337,3707,30.636,0.179,0.648,2.09,664,2402,318,P
16,12,192,0.75,0.526,0.833,7.21,101,160,14,P
10,118,1180,11.8,0.27699999999999997,0.745,2.02,327,879,162,P
8,53,424,6.625,0.33,0.894,1.63,140,379,86,P
8,23,184,2.875,0.31,0.88,1.84,57,162,31,P
10,23,230,2.3,0.261,0.787,1.76,60,181,34,P
1,47,47,47.0,0.426,1.0,1.05,20,47,19,P
7,92,644,13.142999999999999,0.14300000000000002,0.713,1.46,92,459,63,P
10,16,160,1.6,0.28800000000000003,0.7440000000000001,2.19,46,119,21,P
11,243,2673,22.090999999999998,0.11699999999999999,0.342,1.41,314,914,223,P
1,126,126,126.0,0.992,1.0,125.0,125,126,1,N
7,32,224,4.571000000000001,0.27699999999999997,0.83,1.41,62,186,44,P
8,61,488,7.625,0.342,0.875,1.94,167,427,86,P
16,427,6832,26.688000000000002,0.4,0.632,5.56,2736,4316,492,P
5,39,195,7.8,0.33799999999999997,0.903,1.35,66,176,49,P
7,11,77,1.571,0.299,0.987,1.35,23,76,17,P
7,15,105,2.1430000000000002,0.43799999999999994,0.895,2.3,46,94,20,P
7,14,98,2.0,0.34700000000000003,1.0,2.0,34,98,17,P
4,12,48,3.0,0.292,1.0,1.4,14,48,10,P
9,163,1467,18.111,0.14800000000000002,0.667,1.28,217,978,170,P
11,292,3212,26.545,0.341,0.7609999999999999,2.95,1096,2445,371,P
2,538,1076,269.0,0.518,0.596,29.32,557,641,19,N
9,18,162,2.0,0.278,0.716,1.67,45,116,27,P
17,382,6494,22.471,0.363,0.5670000000000001,5.46,2355,3680,431,P
11,96,1056,8.727,0.331,0.9540000000000001,4.32,350,1007,81,P
10,125,1250,12.5,0.19,0.526,1.39,237,657,170,P
11,511,5621,46.455,0.17,0.5379999999999999,1.42,956,3023,671,P
8,196,1568,24.5,0.142,0.644,1.4,222,1010,159,P
10,282,2820,28.2,0.191,0.701,1.43,540,1977,378,P
6,33,198,5.5,0.268,0.848,1.39,53,168,38,P
7,40,280,5.7139999999999995,0.336,0.971,1.57,94,272,60,P
24,177,4248,7.375,0.514,0.961,8.02,2182,4082,272,P
10,272,2720,27.2,0.187,0.649,1.38,508,1765,368,P
7,2,14,0.28600000000000003,0.7140000000000001,0.7140000000000001,10.0,10,10,1,P
7,14,98,2.0,0.408,0.9390000000000001,2.5,40,92,16,P
3,3,9,1.0,0.889,0.889,8.0,8,8,1,P
7,31,217,4.428999999999999,0.295,0.857,1.64,64,186,39,P
8,122,976,15.25,0.22699999999999998,0.65,1.44,222,634,154,P
8,76,608,9.5,0.23199999999999998,0.51,1.88,141,310,75,P
8,25,200,3.125,0.365,0.73,1.83,73,146,40,P
5,40,200,8.0,0.44,0.935,1.4,88,187,63,P
8,31,248,3.875,0.41100000000000003,0.742,2.04,102,184,50,P
10,15,150,1.5,0.3,1.0,1.88,45,150,24,P
1,46,46,46.0,0.239,1.0,1.38,11,46,8,N
5,6,30,1.2,0.233,1.0,1.4,7,30,5,P
6,24,144,4.0,0.264,0.764,1.46,38,110,26,P
64,73,4672,1.141,0.40299999999999997,0.445,72.38,1882,2077,26,N
7,45,315,6.428999999999999,0.23800000000000002,0.67,1.15,75,211,65,P
5,35,175,7.0,0.2,0.8290000000000001,4.38,35,145,8,P
10,25,250,2.5,0.408,0.68,2.43,102,170,42,P
27,1,27,0.037000000000000005,1.0,1.0,27.0,27,27,1,N
11,9,99,0.818,0.384,0.727,3.8,38,72,10,P
9,32,288,3.556,0.299,0.691,2.1,86,199,41,P
7,38,266,5.428999999999999,0.259,0.688,1.5,69,183,46,P
7,43,301,6.143,0.21899999999999997,0.983,1.27,66,296,52,P
7,32,224,4.571000000000001,0.272,0.862,1.53,61,193,40,P
10,33,330,3.3,0.39399999999999996,0.645,3.25,130,213,40,P
8,231,1848,28.875,0.872,0.882,179.0,1611,1630,9,N
7,71,497,10.142999999999999,0.39399999999999996,0.958,1.87,196,476,105,P
9,314,2826,34.889,0.156,0.5870000000000001,1.25,440,1659,352,P
7,71,497,10.142999999999999,0.193,0.672,1.43,96,334,67,P
9,77,693,8.556000000000001,0.486,0.97,2.63,337,672,128,P
6,96,576,16.0,0.309,0.925,1.73,178,533,103,P
8,31,248,3.875,0.375,0.722,2.02,93,179,46,P
12,71,852,5.917000000000001,0.628,0.872,6.77,535,743,79,P
8,23,184,2.875,0.38,0.9890000000000001,1.75,70,182,40,P
8,28,224,3.5,0.397,0.996,2.07,89,223,43,P
5,39,195,7.8,0.344,0.728,2.09,67,142,32,P
7,191,1337,27.285999999999998,0.307,0.748,1.66,411,1000,247,P
1,25,25,25.0,1.0,1.0,25.0,25,25,1,N
7,11,77,1.571,0.364,0.909,1.75,28,70,16,P
8,109,872,13.625,0.271,0.8640000000000001,1.83,236,753,129,P
9,5,45,0.556,0.467,0.556,10.5,21,25,2,P
7,182,1274,26.0,0.203,0.62,1.27,259,790,204,P
9,34,306,3.778,0.209,0.493,1.42,64,151,45,P
10,261,2610,26.1,0.183,0.515,1.49,477,1343,321,P
8,25,200,3.125,0.355,0.78,1.73,71,156,41,P
8,15,120,1.875,0.325,0.833,1.86,39,100,21,P
7,57,399,8.142999999999999,0.273,0.659,1.3,109,263,84,P
8,123,984,15.375,0.402,0.75,2.71,396,738,146,P
9,23,207,2.556,0.304,1.0,1.62,63,207,39,P
7,41,287,5.857,0.341,0.721,1.58,98,207,62,P
8,96,768,12.0,0.276,0.883,1.77,212,678,120,P
9,140,1260,15.556,0.38,0.7559999999999999,2.71,479,953,177,P
8,28,224,3.5,0.308,0.835,3.14,69,187,22,P
1,288,288,288.0,0.424,1.0,1.02,122,288,120,N
1,42,42,42.0,0.19,1.0,1.6,8,42,5,N
1,136,136,136.0,0.963,1.0,32.75,131,136,4,N
11,62,682,5.636,0.218,0.705,1.62,149,481,92,P
9,75,675,8.333,0.256,0.606,2.19,173,409,79,P
2,46,92,23.0,0.5870000000000001,0.7609999999999999,18.0,54,70,3,N
5,98,490,19.6,0.316,0.7040000000000001,1.82,155,345,85,P
8,6,48,0.75,0.5,0.8540000000000001,3.0,24,41,8,P
14,397,5558,28.357,0.342,0.536,4.53,1902,2979,420,P
8,39,312,4.875,0.369,0.99,2.05,115,309,56,P
7,53,371,7.571000000000001,0.267,0.679,1.57,99,252,63,P
14,38,532,2.714,0.22699999999999998,0.8440000000000001,2.95,121,449,41,P
7,4,28,0.5710000000000001,0.321,0.679,9.0,9,19,1,P
8,22,176,2.75,0.392,0.778,2.3,69,137,30,P
10,284,2840,28.4,0.20199999999999999,0.7090000000000001,1.43,575,2013,402,P
9,45,405,5.0,0.442,0.956,3.31,179,387,54,P
7,59,413,8.429,0.15,0.5760000000000001,1.38,62,238,45,P
9,13,117,1.444,0.564,0.863,3.88,66,101,17,P
8,5,40,0.625,0.35,0.6,3.5,14,24,4,P
6,9,54,1.5,0.37,0.722,2.0,20,39,10,P
17,106,1802,6.235,0.927,1.0,14.53,1671,1802,115,P
11,101,1111,9.182,0.267,0.8490000000000001,1.72,297,943,173,P
8,24,192,3.0,0.406,0.818,2.23,78,157,35,P
8,274,2192,34.25,0.15,0.583,1.35,329,1277,244,P
10,553,5530,55.3,0.797,0.884,21.3,4409,4890,207,N
8,82,656,10.25,0.396,0.713,2.63,260,468,99,P
9,62,558,6.888999999999999,0.348,0.8690000000000001,2.23,194,485,87,P
10,17,170,1.7,0.506,0.7709999999999999,7.82,86,131,11,P
5,9,45,1.8,0.33299999999999996,1.0,1.88,15,45,8,P
8,103,824,12.875,0.142,0.62,1.17,117,511,100,P
8,18,144,2.25,0.354,0.757,1.65,51,109,31,P
12,72,864,6.0,0.638,0.9179999999999999,6.12,551,793,90,P
9,101,909,11.222000000000001,0.196,0.7709999999999999,1.22,178,701,146,P
10,37,370,3.7,0.324,0.6920000000000001,1.85,120,256,65,P
5,7,35,1.4,0.429,0.857,5.0,15,30,3,P
11,119,1309,10.818,0.261,0.7979999999999999,1.88,341,1045,181,P
9,534,4806,59.333,0.134,0.503,1.34,644,2419,482,P
5,12,60,2.4,0.38299999999999995,0.883,1.92,23,53,12,P
8,60,480,7.5,0.433,0.8420000000000001,3.01,208,404,69,P
10,105,1050,10.5,0.23399999999999999,0.8109999999999999,1.7,246,852,145,P
4,8,32,2.0,0.344,0.531,5.5,11,17,2,N
10,66,660,6.6,0.27,0.638,1.87,178,421,95,P
93,104,9672,1.1179999999999999,0.451,0.611,4.25,4366,5908,1028,N
10,33,330,3.3,0.342,0.927,1.66,113,306,68,P
8,7,56,0.875,0.518,1.0,2.64,29,56,11,P
10,288,2880,28.8,0.191,0.564,1.5,549,1624,365,P
1,67,67,67.0,0.985,1.0,66.0,66,67,1,N
6,8,48,1.3330000000000002,0.604,0.8959999999999999,3.22,29,43,9,P
3,304,912,101.33,0.555,0.6859999999999999,42.17,506,626,12,N
1,42,42,42.0,0.31,1.0,2.6,13,42,5,N
7,20,140,2.8569999999999998,0.4,1.0,1.87,56,140,30,P
5,5,25,1.0,0.36,0.56,3.0,9,14,3,P
12,230,2760,19.167,0.16399999999999998,0.57,3.48,453,1572,130,P
7,7,49,1.0,0.34700000000000003,0.633,2.83,17,31,6,P
10,40,400,4.0,0.295,0.6829999999999999,2.07,118,273,57,P
12,8,96,0.667,0.792,1.0,15.2,76,96,5,P
5,4,20,0.8,0.6,1.0,2.4,12,20,5,P
9,20,180,2.222,0.33899999999999997,0.772,1.74,61,139,35,P
17,24,408,1.412,0.4,0.838,4.79,163,342,34,P
8,72,576,9.0,0.198,0.736,1.25,114,424,91,P
5,7,35,1.4,0.5429999999999999,1.0,2.11,19,35,9,P
10,45,450,4.5,0.29600000000000004,0.584,2.05,133,263,65,P
11,52,572,4.727,0.28,0.605,2.05,160,346,78,P
16,4,64,0.25,0.156,0.531,5.0,10,34,2,N
3,113,339,37.667,0.35700000000000004,0.37799999999999995,30.25,121,128,4,N
8,36,288,4.5,0.32299999999999995,0.7809999999999999,1.86,93,225,50,P
7,35,245,5.0,0.40399999999999997,0.9390000000000001,1.9,99,230,52,P
9,83,747,9.222000000000001,0.35600000000000004,0.914,2.77,266,683,96,P
7,41,287,5.857,0.185,0.638,1.51,53,183,35,P
9,62,558,6.888999999999999,0.40299999999999997,0.665,3.26,225,371,69,P
8,45,360,5.625,0.20600000000000002,0.789,1.8,74,284,41,P
8,30,240,3.75,0.242,0.667,1.35,58,160,43,P
13,104,1352,8.0,0.198,0.639,3.44,268,864,78,P
11,25,275,2.273,0.36,0.909,2.11,99,250,47,P
12,8,96,0.667,0.615,0.9690000000000001,5.9,59,93,10,P
11,71,781,6.455,0.6659999999999999,0.937,6.19,520,732,84,P
8,52,416,6.5,0.45,0.9209999999999999,2.88,187,383,65,P
7,67,469,9.571,0.258,0.5479999999999999,1.7,121,257,71,P
1,52,52,52.0,0.981,1.0,51.0,51,52,1,N
5,12,60,2.4,0.267,0.733,1.78,16,44,9,P
8,46,368,5.75,0.35600000000000004,0.927,2.11,131,341,62,P
10,80,800,8.0,0.27899999999999997,0.8,1.92,223,640,116,P
12,27,324,2.25,0.318,0.898,2.64,103,291,39,P
17,77,1309,4.529,0.314,0.76,2.94,411,995,140,P
8,141,1128,17.625,0.447,0.932,2.45,504,1051,206,P
9,181,1629,20.111,0.361,0.74,2.76,588,1205,213,P
9,24,216,2.667,0.218,0.588,1.38,47,127,34,P
7,8,56,1.143,0.161,0.518,1.8,9,29,5,P
33,180,5940,5.455,0.23600000000000002,0.611,1.68,1400,3627,835,P
8,511,4088,63.875,0.084,0.33799999999999997,1.31,343,1380,261,P
2,21,42,10.5,0.16699999999999998,0.643,1.4,7,27,5,P
7,26,182,3.714,0.396,1.0,2.0,72,182,36,P
7,122,854,17.429000000000002,0.281,0.626,1.73,240,535,139,P
11,272,2992,24.726999999999997,0.171,0.61,1.47,511,1824,348,P
9,211,1899,23.444000000000003,0.21899999999999997,0.7070000000000001,1.48,416,1343,282,P
13,1,13,0.077,1.0,1.0,13.0,13,13,1,N
8,240,1920,30.0,0.193,0.635,1.4,370,1220,264,P
9,162,1458,18.0,0.254,0.527,2.69,371,769,138,P
8,15,120,1.875,0.433,0.625,2.74,52,75,19,P
8,45,360,5.625,0.469,0.956,2.91,169,344,58,P
14,38,532,2.714,0.244,0.489,2.95,130,260,44,P
1,7,7,7.0,1.0,1.0,7.0,7,7,1,P
178,140,24920,0.787,0.574,0.649,21.52,14292,16177,664,N
1,42,42,42.0,0.405,1.0,1.06,17,42,16,P
10,251,2510,25.1,0.141,0.621,1.23,354,1559,287,P
8,8,64,1.0,0.23399999999999999,0.953,2.5,15,61,6,P
12,85,1020,7.082999999999999,0.305,0.828,1.94,311,845,160,P
2,157,314,78.5,0.506,0.551,26.5,159,173,6,N
7,21,147,3.0,0.313,0.966,1.48,46,142,31,P
8,47,376,5.875,0.266,0.604,1.56,100,227,64,P
32,1,32,0.031,1.0,1.0,32.0,32,32,1,N
1,13,13,13.0,0.846,1.0,5.5,11,13,2,N
11,272,2992,24.726999999999997,0.168,0.595,1.43,504,1781,352,P
1,277,277,277.0,1.0,1.0,277.0,277,277,1,N
7,22,154,3.1430000000000002,0.09699999999999999,0.40299999999999997,1.36,15,62,11,P
9,23,207,2.556,0.324,0.986,1.63,67,204,41,P
58,3,174,0.052000000000000005,0.33899999999999997,0.345,59.0,59,60,1,N
28,61,1708,2.1790000000000003,0.172,0.509,1.97,294,870,149,N
8,7,56,0.875,0.375,1.0,2.1,21,56,10,P
8,14,112,1.75,0.27699999999999997,0.643,2.82,31,72,11,P
8,39,312,4.875,0.423,0.955,1.83,132,298,72,P
9,160,1440,17.778,0.36,0.763,2.63,518,1098,197,P
6,13,78,2.167,0.33299999999999996,0.846,1.37,26,66,19,P
8,17,136,2.125,0.228,0.882,1.24,31,120,25,P
11,147,1617,13.364,0.257,0.7609999999999999,1.58,416,1230,264,P
5,11,55,2.2,0.436,0.8909999999999999,1.71,24,49,14,P
7,53,371,7.571000000000001,0.299,0.927,1.29,111,344,86,P
7,32,224,4.571000000000001,0.308,0.777,1.25,69,174,55,P
10,19,190,1.9,0.611,0.8740000000000001,8.92,116,166,13,P
11,75,825,6.818,0.27,0.679,2.08,223,560,107,P
8,13,104,1.625,0.5870000000000001,0.8370000000000001,4.69,61,87,13,P
6,28,168,4.667,0.149,0.375,1.47,25,63,17,P
13,37,481,2.846,0.306,0.9329999999999999,3.59,147,449,41,P
16,417,6672,26.063000000000002,0.381,0.652,5.29,2543,4349,481,P
52,461,23972,8.865,0.192,0.248,11.52,4607,5938,400,N
38,410,15580,10.789000000000001,0.254,0.604,2.4,3957,9403,1651,P
2,535,1070,267.5,0.564,0.614,40.2,603,657,15,N
9,64,576,7.111000000000001,0.465,0.899,2.58,268,518,104,P
2,14,28,7.0,0.28600000000000003,0.821,8.0,8,23,1,N
8,16,128,2.0,0.32799999999999996,0.9690000000000001,1.91,42,124,22,P
1,10,10,10.0,0.9,1.0,9.0,9,10,1,N
5,11,55,2.2,0.6,0.818,2.75,33,45,12,P
9,85,765,9.443999999999999,0.302,0.812,1.82,231,621,127,P
6,69,414,11.5,0.28,0.7440000000000001,1.4,116,308,83,P
6,11,66,1.8330000000000002,0.364,0.955,1.33,24,63,18,P
9,108,972,12.0,0.222,0.778,1.73,216,756,125,P
14,84,1176,6.0,0.261,0.623,2.31,307,733,133,P
9,59,531,6.556,0.335,0.821,1.96,178,436,91,P
9,153,1377,17.0,0.304,0.848,2.06,419,1168,203,P
8,214,1712,26.75,0.42100000000000004,0.807,2.9,720,1382,248,P
7,7,49,1.0,0.408,0.857,2.22,20,42,9,P
9,20,180,2.222,0.35,0.728,1.91,63,131,33,P
7,41,287,5.857,0.254,0.6970000000000001,1.43,73,200,51,P
7,4,28,0.5710000000000001,0.28600000000000003,1.0,2.0,8,28,4,P
5,333,1665,66.6,0.374,0.413,36.65,623,688,17,N
9,71,639,7.888999999999999,0.35200000000000004,0.897,1.97,225,573,114,P
8,12,96,1.5,0.396,0.9690000000000001,1.81,38,93,21,P
10,8,80,0.8,0.313,0.9,1.56,25,72,16,P
10,126,1260,12.6,0.425,0.862,2.68,536,1086,200,P
8,19,152,2.375,0.45399999999999996,1.0,2.16,69,152,32,P
9,49,441,5.444,0.252,0.7390000000000001,1.61,111,326,69,P
9,129,1161,14.333,0.16899999999999998,0.647,1.41,196,751,139,P
6,48,288,8.0,0.316,0.965,1.57,91,278,58,P
9,75,675,8.333,0.369,0.9359999999999999,2.09,249,632,119,P
9,250,2250,27.778000000000002,0.305,0.711,2.18,686,1600,314,P
9,26,234,2.889,0.342,0.821,2.35,80,192,34,P
8,33,264,4.125,0.424,0.867,2.24,112,229,50,P
6,20,120,3.333,0.36700000000000005,0.9670000000000001,1.38,44,116,32,P
25,169,4225,6.76,0.218,0.971,1.58,923,4101,586,P
8,14,112,1.75,0.446,1.0,2.17,50,112,23,P
12,274,3288,22.833000000000002,0.20800000000000002,0.8170000000000001,1.65,685,2687,416,P
9,19,171,2.1109999999999998,0.292,0.684,1.52,50,117,33,P
9,10,90,1.111,0.344,0.789,2.07,31,71,15,P
1,29,29,29.0,0.586,1.0,2.13,17,29,8,N
10,251,2510,25.1,0.151,0.5670000000000001,1.29,378,1423,293,P
8,17,136,2.125,0.382,0.86,2.48,52,117,21,P
8,42,336,5.25,0.363,0.97,2.18,122,326,56,P
8,46,368,5.75,0.348,0.9179999999999999,1.97,128,338,65,P
9,250,2250,27.778000000000002,0.34700000000000003,0.737,2.44,781,1659,320,P
8,240,1920,30.0,0.19399999999999998,0.515,1.34,373,988,279,P
9,5,45,0.556,0.244,0.622,1.83,11,28,6,P
7,168,1176,24.0,0.081,0.369,1.14,95,434,83,P
9,18,162,2.0,0.414,0.877,2.31,67,142,29,P
7,11,77,1.571,0.41600000000000004,0.818,2.0,32,63,16,P
7,31,217,4.428999999999999,0.461,0.991,2.44,100,215,41,P
11,54,594,4.909,0.316,0.6970000000000001,2.07,188,414,91,P
8,19,152,2.375,0.17800000000000002,0.7240000000000001,1.5,27,110,18,P
7,15,105,2.1430000000000002,0.33299999999999996,0.838,1.46,35,88,24,P
11,303,3333,27.545,0.183,0.268,4.97,611,892,123,P
9,40,360,4.444,0.344,0.6829999999999999,2.07,124,246,60,P
